# kind	source	symbol	disposition	rationale
builder	crates/gvm-gmp/src/commands/tasks.rs	create_import_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	create_oci_image_target_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	create_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	create_web_application_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	delete_audit	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	delete_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	get_audit	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	get_audits	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	get_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	get_tasks	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	modify_audit	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	modify_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	move_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	resume_audit	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	resume_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	start_audit	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	start_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	stop_audit	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	stop_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tickets.rs	clone_ticket	frozen-ticket	Ticket surface is frozen by product scope.
builder	crates/gvm-gmp/src/commands/tickets.rs	create_ticket	frozen-ticket	Ticket surface is frozen by product scope.
builder	crates/gvm-gmp/src/commands/tickets.rs	delete_ticket	frozen-ticket	Ticket surface is frozen by product scope.
builder	crates/gvm-gmp/src/commands/tickets.rs	get_ticket	frozen-ticket	Ticket surface is frozen by product scope.
builder	crates/gvm-gmp/src/commands/tickets.rs	get_tickets	frozen-ticket	Ticket surface is frozen by product scope.
builder	crates/gvm-gmp/src/commands/tickets.rs	modify_ticket	frozen-ticket	Ticket surface is frozen by product scope.
builder	crates/gvm-gmp/src/commands/tls_certificates.rs	clone_tls_certificate	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tls_certificates.rs	create_tls_certificate	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tls_certificates.rs	delete_tls_certificate	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tls_certificates.rs	get_tls_certificate	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tls_certificates.rs	get_tls_certificates	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tls_certificates.rs	modify_tls_certificate	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/trashcan.rs	empty_trashcan	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/trashcan.rs	restore	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/trashcan.rs	restore_from_trashcan	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/user_settings.rs	get_user_setting	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/user_settings.rs	get_user_settings	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/user_settings.rs	modify_user_setting	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/users.rs	clone_user	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/users.rs	create_user	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/users.rs	delete_user	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/users.rs	get_user	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/users.rs	get_users	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/users.rs	modify_user	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/version.rs	get_version	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/web_application_targets.rs	clone_web_application_target	removed	Removed by #609; CloneWebApplicationTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/web_application_targets.rs	create_web_application_target	removed	Removed by #609; CreateWebApplicationTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/web_application_targets.rs	delete_web_application_target	removed	Removed by #609; DeleteWebApplicationTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/web_application_targets.rs	get_web_application_target	removed	Removed by #609; GetWebApplicationTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/web_application_targets.rs	get_web_application_targets	removed	Removed by #609; GetWebApplicationTargetsRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/web_application_targets.rs	modify_web_application_target	removed	Removed by #609; ModifyWebApplicationTargetRequest owns canonical encoding.
facade	crates/gvm-client/src/typed/agents.rs	clone_agent_group	retained-construction	Retained for discoverability; accepts the canonical CloneAgentGroupRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	create_agent_group	retained-construction	Retained for discoverability; accepts the canonical CreateAgentGroupRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	delete_agent	retained-construction	Retained for discoverability; accepts the canonical DeleteAgentRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	delete_agent_group	retained-construction	Retained for discoverability; accepts the canonical DeleteAgentGroupRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	get_agent	retained-construction	Retained for discoverability; accepts the canonical GetAgentRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	get_agent_group	retained-construction	Retained for discoverability; accepts the canonical GetAgentGroupRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	get_agent_groups	retained-construction	Retained for discoverability; accepts the canonical GetAgentGroupsRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	get_agent_installer_instruction	retained-construction	Retained for discoverability; accepts the canonical GetAgentInstallerInstructionRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	get_agent_support_bundle	retained-construction	Retained for discoverability; accepts the canonical GetAgentSupportBundleRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	get_agents	retained-construction	Retained for discoverability; accepts the canonical GetAgentsRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	get_integration_config	retained-construction	Retained for discoverability; accepts the canonical GetIntegrationConfigRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	get_integration_config_parsed	removed	Removed by #615; get_integration_config now returns the typed response.
facade	crates/gvm-client/src/typed/agents.rs	get_integration_configs	retained-construction	Retained for discoverability; accepts the canonical GetIntegrationConfigsRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	get_integration_configs_parsed	removed	Removed by #615; get_integration_configs now returns the typed response.
facade	crates/gvm-client/src/typed/agents.rs	modify_agent	retained-construction	Retained for discoverability; accepts the canonical ModifyAgentRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	modify_agent_control_scan_config	retained-construction	Retained for discoverability; accepts the canonical ModifyAgentControlScanConfigRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	modify_agent_group	retained-construction	Retained for discoverability; accepts the canonical ModifyAgentGroupRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	modify_integration_config	retained-construction	Retained for discoverability; accepts the canonical ModifyIntegrationConfigRequest unchanged.
facade	crates/gvm-client/src/typed/agents.rs	modify_integration_config_parsed	removed	Removed by #615; modify_integration_config now returns the typed response.
facade	crates/gvm-client/src/typed/agents.rs	sync_agents	retained-construction	Retained for discoverability; accepts the canonical SyncAgentsRequest unchanged.
facade	crates/gvm-client/src/typed/automation.rs	clone_alert	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	clone_filter	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	clone_note	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	clone_override	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	clone_tag	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	create_alert	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	create_filter	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	create_note	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	create_override	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	create_tag	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	delete_alert	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	delete_filter	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	delete_note	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	delete_override	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	delete_tag	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	get_alert	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	get_alerts	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	get_filter	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	get_filters	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	get_note	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	get_notes	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	get_override	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	get_overrides	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	get_tag	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	get_tags	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	modify_alert	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	modify_filter	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	modify_note	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	modify_override	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	modify_tag	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	test_alert	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/automation.rs	trigger_alert	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/core.rs	authenticate	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/core.rs	get_version	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	clone_group	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	clone_permission	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	clone_role	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	clone_user	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	create_group	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	create_permission	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	create_role	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	create_user	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	delete_group	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	delete_permission	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	delete_role	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	delete_user	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	get_group	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	get_groups	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	get_permission	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	get_permissions	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	get_role	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	get_roles	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	get_user	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	get_users	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	modify_group	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	modify_permission	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	modify_role	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/identity.rs	modify_user	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	clone_report_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	clone_report_format	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	clone_tls_certificate	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	create_report_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	create_report_config_with_opts	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	create_report_format	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	create_tls_certificate	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	delete_report_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	delete_report_config_with_opts	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	delete_report_format	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	delete_tls_certificate	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	export_scan_report	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_audit_report	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_audit_report_hosts	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_applications_parsed	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_closed_cves	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_configs_parsed	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_cves_parsed	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_errors	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_export	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_export_with_opts	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_format	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_formats	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_hosts_parsed	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_operating_systems_parsed	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_ports_parsed	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_tls_certificates	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_vulnerabilities	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_report_vulns	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_reports	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_result	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_results	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_tls_certificate	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	get_tls_certificates	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	import_report	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	import_report_format	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	modify_report_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	modify_report_format	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	modify_tls_certificate	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/reports.rs	verify_report_format	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	clone_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	clone_port_list	retained-construction	Retained for discoverability; accepts the canonical ClonePortListRequest unchanged.
facade	crates/gvm-client/src/typed/resources.rs	create_asset	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	create_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	create_host	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	create_port_list	retained-construction	Retained for discoverability; accepts the canonical CreatePortListRequest unchanged.
facade	crates/gvm-client/src/typed/resources.rs	create_port_range	retained-construction	Retained for discoverability; accepts the canonical CreatePortRangeRequest unchanged.
facade	crates/gvm-client/src/typed/resources.rs	delete_asset	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	delete_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	delete_host	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	delete_operating_system_asset	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	delete_port_list	retained-construction	Retained for discoverability; accepts the canonical DeletePortListRequest unchanged.
facade	crates/gvm-client/src/typed/resources.rs	delete_port_range	retained-construction	Retained for discoverability; accepts the canonical DeletePortRangeRequest unchanged.
facade	crates/gvm-client/src/typed/resources.rs	get_asset	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	get_assets	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	get_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	get_configs	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	get_host	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	get_hosts	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	get_operating_system_asset	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	get_operating_system_assets	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	get_port_list	retained-construction	Retained for discoverability; accepts the canonical GetPortListRequest unchanged.
facade	crates/gvm-client/src/typed/resources.rs	get_port_lists	retained-construction	Retained for discoverability; accepts the canonical GetPortListsRequest unchanged.
facade	crates/gvm-client/src/typed/resources.rs	modify_asset	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	modify_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	modify_host	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	modify_operating_system_asset	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/resources.rs	modify_port_list	retained-construction	Retained for discoverability; accepts the canonical ModifyPortListRequest unchanged.
facade	crates/gvm-client/src/typed/scan.rs	clone_audit	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	clone_scan_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	clone_scanner	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	clone_schedule	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	clone_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_agent_group_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_audit	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_container_image_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_container_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_import_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_oci_image_target_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_scan_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_scanner	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_schedule	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_typed_schedule	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	create_web_application_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	delete_audit	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	delete_scan_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	delete_scanner	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	delete_schedule	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	delete_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	empty_trashcan	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_audit	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_audits	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_policies	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_policy	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_scan_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_scan_config_preference	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_scan_config_preferences	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_scan_configs	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_scanner	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_scanners	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_schedule	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_schedules	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	get_tasks	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	import_policy	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	import_scan_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	modify_audit	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	modify_policy_set_comment	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	modify_policy_set_name	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	modify_scan_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	modify_scan_config_set_comment	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	modify_scan_config_set_name	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	modify_scanner	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	modify_schedule	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	modify_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	modify_typed_schedule	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	move_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	restore	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	restore_from_trashcan	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	resume_audit	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	resume_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	start_audit	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	start_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	stop_audit	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	stop_task	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	sync_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	sync_scan_config	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/scan.rs	verify_scanner	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/security.rs	create_credential	retained-construction	Retained for discoverability; accepts the canonical CreateCredentialRequest unchanged.
facade	crates/gvm-client/src/typed/security.rs	create_credential_store_credential	retained-construction	Retained for discoverability; accepts the canonical CreateCredentialStoreCredentialRequest unchanged.
facade	crates/gvm-client/src/typed/security.rs	delete_credential	retained-construction	Retained for discoverability; accepts the canonical DeleteCredentialRequest unchanged.
facade	crates/gvm-client/src/typed/security.rs	get_cert_bund_advisories	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/security.rs	get_cert_bund_advisory	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/security.rs	get_cpe	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/security.rs	get_cpes	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/security.rs	get_credential_store	retained-construction	Retained for discoverability; accepts the canonical GetCredentialStoreRequest unchanged.
facade	crates/gvm-client/src/typed/security.rs	get_credential_stores	retained-construction	Retained for discoverability; accepts the canonical GetCredentialStoresRequest unchanged.
facade	crates/gvm-client/src/typed/security.rs	get_credential_stores_with_opts	retained-construction	Retained for compatibility; accepts the canonical GetCredentialStoresRequest unchanged.
facade	crates/gvm-client/src/typed/security.rs	get_credentials	retained-construction	Retained for discoverability; accepts the canonical GetCredentialsRequest unchanged.
facade	crates/gvm-client/src/typed/security.rs	get_cve	transitional	Pending bounded family migration under #602.
facade	crates/gvm-client/src/typed/security.rs	get_cves	transitional	Pending bounded family migration under #602.
